"","COI.0421.2Brn.Up.1","COI.0421.2Brn.Up.3","COI.0421.3Chk.Dn.1","COI.0421.4Pad.Up11.3","COI.0421.5Sqm.Dn.2","COI.0421.5Sqm.Up.2","COI.0821.3Chk.Up.2","COI.0821.4Pad.Dn.1","COI.0821.4Pad.Up11.1","COI.0821.4Pad.Up5.2","COI.Kangaroo.Run.2"
"NA__NA__NA__NA__NA__NA__NA__Seq_12546",0,0,0,0,0,0,0,0,0,7,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_12547",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12548",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12549",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12550",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12551",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12552",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12553",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12554",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12555",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12556",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12557",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12558",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12559",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12560",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12561",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12562",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12563",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12564",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12565",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12566",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12567",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12568",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12569",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12570",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12571",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12572",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12573",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12574",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12575",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12576",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12577",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12578",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12579",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12580",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12581",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12582",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12583",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12584",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12585",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12586",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12587",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12588",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12589",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12590",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12591",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12592",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12593",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12594",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12595",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12596",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12597",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12598",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12599",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12600",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12601",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12602",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12603",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12604",0,0,0,0,0,0,0,0,0,7,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_12605",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12606",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12607",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12608",0,0,0,0,0,0,0,0,0,7,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_12609",0,0,0,0,0,0,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12610",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12611",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12612",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12613",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12614",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12615",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12616",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12617",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12618",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12619",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12620",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12621",0,0,0,0,0,0,0,0,0,6,0
"Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Seq_12622",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12623",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12624",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12625",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12626",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12627",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12628",0,0,0,0,0,0,0,0,0,6,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_12629",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12630",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12631",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12632",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12633",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12634",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12635",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12636",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12637",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12638",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12639",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12640",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12641",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12642",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12643",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12644",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12645",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12646",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12647",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12648",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12649",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12650",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12651",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12652",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12653",0,0,0,0,0,0,0,0,0,6,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_12654",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12655",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12656",0,0,0,0,0,0,0,0,0,6,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_12657",0,0,0,0,0,0,0,0,0,6,0
"Metazoa__Arthropoda__NA__NA__NA__NA__NA__Seq_12658",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12659",0,0,0,0,0,0,0,0,0,6,0
"Metazoa__Arthropoda__Insecta__Plecoptera__NA__NA__NA__Seq_12660",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12661",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12662",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12663",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12664",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12665",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12666",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12667",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12668",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12669",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12670",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12671",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12672",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12673",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12674",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12675",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12676",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12677",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12678",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12679",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12680",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12681",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12682",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12683",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12684",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12685",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12686",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12687",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12688",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12689",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12690",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12691",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12692",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12693",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12694",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12695",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12696",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12697",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12698",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12699",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12700",0,0,0,0,0,0,0,0,0,6,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_12701",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12702",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12703",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12704",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12705",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12706",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12707",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12708",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12709",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12710",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12711",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12712",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12713",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12714",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12715",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12716",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12717",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12718",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12719",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12720",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12721",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12722",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12723",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12724",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12725",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12726",0,0,0,0,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12727",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12728",0,0,0,0,0,0,0,0,0,5,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_12729",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12730",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12731",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12732",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12733",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12734",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12735",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12736",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12737",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12738",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12739",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12740",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12741",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12742",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12743",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12744",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12745",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12746",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12747",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12748",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12749",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12750",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12751",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12752",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12753",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12754",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12755",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12756",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12757",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12758",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12759",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12760",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12761",0,0,0,0,0,0,0,0,0,5,0
"Metazoa__Arthropoda__Insecta__Diptera__Chironomidae__NA__NA__Seq_12762",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12763",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12764",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12765",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12766",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12767",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12768",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12769",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12770",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12771",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12772",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12773",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12774",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12775",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12776",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12777",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12778",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12779",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12780",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12781",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12782",0,0,0,0,0,0,0,0,0,5,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_12783",0,0,0,0,0,0,0,0,0,5,0
"Metazoa__Annelida__Clitellata__Haplotaxida__NA__NA__NA__Seq_12784",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12785",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12786",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12787",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12788",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12789",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12790",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12791",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12792",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12793",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12794",0,0,0,0,0,0,0,0,0,5,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_12795",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12796",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12797",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12798",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12799",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12800",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12801",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12802",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12803",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12804",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12805",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12806",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12807",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12808",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12809",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12810",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12811",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12812",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12813",0,0,0,0,0,0,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_12814",0,0,0,0,0,0,0,0,0,5,0
